ID,CATEGORIA,TITOLO,AUTORE,CASA_EDITRICE,ANNO_PUBBLICAZIONE,NOTE,SCOMPARTO
4839,PsiGenerale,Verso una psicologia dell'essere,Maslow H. Abraham,Ubaldini Editore,1962,,
4840,PsiGenerale,La creatività si impara. Metodi e tecniche per lo sviluppo del pensiero divergente a scuola,Antonietti A.,Giunti,2011,,
4841,PsiGenerale,Cronaca dei sentimenti,Andreoli V.,Rizzoli,2000,,
4842,PsiGenerale,La stima di sé. Amarsi per vivere meglio in mezzo agli altri,"Andrè C. , Lelord F.",Corbaccio Editore,1999,,
4843,PsiGenerale,"La forza delle emozioni. Amore, collera, gioia, paura, invidia …","Andrè C. , Lelord F.",TEA,2001,Doppio,
4844,PsiGenerale,Chi ha paura della paura?,Andrè C.,TEA,2004,,
4845,PsiGenerale,Psico-terapia e Scienze Umane. Volume n° 3 2016 Cinquantesimo anno numero speciale,AAVV,Franco Angeli,2016,,
4846,PsiGenerale,Il libro della psicologia,AAVV,Gribaudi,2012,,"Libreria 7, 8"
4847,PsiGeneraleAmicizia,L'albero della vita,Alberoni Francesco,Garzanti,1991,,Sottoscala 8°
4848,PsiGeneraleAmicizia,L'amicizia,Alberoni Francesco,Garzanti,1984,,
4849,PsiGeneraleAmicizia,Il libro dell'amicizia,Davico Bonino Guido,BUR,2005,,
4850,PsiGeneraleAmicizia,L'amicizia dono per tutte le età,Galli Norberto,Vita e Pensiero,2004,,
4851,PsiGeneraleAmicizia,L'amicizia tra bambini,Rubin Zick,Armando,1980,,
4852,PsiGeneraleAmicizia,"Quando l'amicizia fa male. Cosa fare quando gli amici ci feriscono, ci tradiscono o ci abbandonano",Yager Jan,Tea,2002,,
4853,PsiGeneraleAmore,Legami d'amore. Come uscire dall'isolamento affettivo.,Dacquino Giacomo,Mondadori,1997,,
4854,PsiGeneraleAmore,Il desiderio femminile (Pref. Vegetti Finzi),Dolto Francoise,Mondadori,1987,,
4855,PsiGeneraleAmore,Come scrivere una lettera d'amore di sicuro successo,Dos Santos M.,De Vecchi,1983,,
4856,PsiGeneraleAmore,L'amore e la sessualità,Duby Georges,Dedalo,1984,,
4857,PsiGeneraleAmore,Al bacio,"Fauche X., Noetzlin C.",SugarCo Ed.,1987,,
4858,PsiGeneraleAmore,Uomini e donne. Una fratellanza inquieta.,Fusini Nadia,Donzelli,1995,,
4859,PsiGeneraleAmore,La ferita dei non amati,Schellenbaum Peter,Edizioni Red,1991,,
4860,PsiGeneraleAmore,La gelosia,Sommers V.,Laterza,1988,,
4861,PsiGeneraleAmore,Eros. Storie e fantasie degli italiani dall'ottocento a oggi,Sorcinelli Paolo,Laterza,1993,,
4862,PsiGeneraleAmore,I mille volti del piacere,Abraham Giorgio,Mondadori,2002,,
4863,PsiGeneraleAmore,La psicologia dell'amore. Atti del convegno di Venezia 27-28 ottobre 1990,AAVV,UniTor,1991,,Sottoscala 5° 6°
4864,PsiGeneraleAmore,Un amore tutto nuovo. Innamorarsi dopo i quarant'anni,Abraham Giorgio,Mondadori,1995,,
4865,PsiGeneraleAmore,La favola di Eros e psiche,Apuleio L.,Acquarelli,1993,,
4866,PsiGeneraleAmore,"Anatomia dell'amore. Immagini, linguaggio, malattia e storia di un sentimento universale.",Bergmann Martin S.,Einaudi,1987,,
4867,PsiGeneraleAmore,L'eros,Bevilacqua A.,Mondadori,1994,,
4868,PsiGeneraleAmore,Il mito dell'amore fatale,Buchli Enrichetta,Baldini & Castoldi,2006,,
4869,PsiGeneraleAmore,"Vivere, amare, capirsi",Buscaglia Leo,Mondadori,1982,,
4870,PsiGeneraleAmore,"L'amore al femminile. La donna narra se stessa in venti secoli di amore, gelosia, solitudine, passione","Childe Elinor, Pinamonte John G.",Mondadori,1987,,
4871,PsiGeneraleAmore,Se questo è amore,Dacquino Giacomo,Mondadori,1999,,
4872,PsiGeneraleAmore,La psicologia dell'amore,"Sternberg R. J., Barnes M. L.",Bompiani,1988,,
4873,PsiGeneraleAmore,Le forme dell'addio. Effetti collaterali dell'amore,Telfener Umberta,LIT,2007,,
4874,PsiGeneraleAmore,L'amore altrove. Viaggio all'interno delle relazioni amorose nelle diverse culture,Vitale Rosamaria,Baldini & Castoldi Dalai Editore,2004,,
4875,PsiGeneraleAmore,Le cose dell'amore,Galimberti Umberto,Feltrinelli,2004,,
4876,PsiGeneraleAmore,Figlie dell'Islam. La rivoluzione pacifica delle donne musulmane,Gruber Lilli,Rizzoli,2007,,
4877,PsiGeneraleAmore,Dietro il velo. Amore e sessualità nella cultura araba,"Heller Erdmute , Mosbahi Hassouna",Club degli Editori,1993,,
4878,PsiGeneraleAmore,Al di là delle labbra. Guida al mistero femminile.,Leslie Leonelli E.,Rizzoli,1983,,
4879,PsiGeneraleAmore,Tra donne e uomini. Storie d'amore e di differenza,"Mapelli B., Piazza M.",Il Saggiatore,1977,,
4880,PsiGeneraleAmore,Come amare ed essere amati,Morelli Raffaele,Mondadori,2006,,
4881,PsiGeneraleAmore,I piaceri dell'amore. Viaggio nell'erotismo attraverso i cinque sensi.,"Nash E., Fox R.",Cremese,1995,,Libreria 9 davanti Volumi grandi
4882,PsiGeneraleAmore,L'arte amatoria,Ovidio,Orsa Maggiore,1995,,Sottoscala 2
4883,PsiGeneraleAmore,L'amore gli amori,Paolozzi L.,Ed. Riuniti Libri di base,1981,,
4884,PsiGeneraleAmore,Intimità. Al di là dell'amore e del sesso.,Pasini Willy,Mondadori,1990,,
4885,PsiGeneraleAmore,"Volersi bane, volersi male",Pasini Willy,Mondadori,1993,,
4886,PsiGeneraleAmore,Perché gli uomini sono fissati con il sesso … e le donne sognano l'amore?,Pease Allan & Barbara,Rozzoli,2009,,
4887,PsiGeneraleAmore,Amour-passion e amore coniugale. Rousseau e l'origine di un conflitto moderno.,Pulcini Elena,Saggi Marsilio,1990,,
4888,PsiGeneraleAmore,La seduzione. Saggi psicoanalitici,Saraval Anteo (a cura di),Cortina,1989,,
4889,PsiGeneraleIntelligenza,Intelligenza emotiva al lavoro,Weisinger H.,Bompiani,1998,,
4890,PsiGeneraleIntelligenza,L'intelligenza del cuore. Le emozioni e lo sviluppo della mente,Greenspan I. Stanley,Mondadori,2007,,
4891,PsiGeneraleIntelligenza,"La forza della meditazione. Che cos'è, perchè può renderci migliori",Goleman Daniel,Club degli editori,1988,,
4892,PsiGeneraleIntelligenza,Cinque chiavi per il futuro,Gardner Howard,Feltrinelli,2006,,Libreria 6° dietro
4893,PsiGeneraleIntelligenza,Intelligenza ecologica,Goleman Daniel,Corriere della Sera,2009,,
4894,PsiGeneraleIntelligenza,Intelligenza emotiva,Goleman Daniel,BUR,1995,,
4895,PsiGeneraleIntelligenza,Intelligenza sociale,Goleman Daniel,Rizzoli,2006,,
4896,PsiLetteratura,"IL cocomero rubato, Etica e psicoanalisi sulle tracce di un racconto di M. Twain","Lagorio S., Pavoni C.",Il Saggiatore,2001,,
4897,PsiLetteratura,Il matto di carta. La follia nella letteratura,Andreoli V.,Rizzoli,2008,,Libreria 3° sopra
4898,PsiLetteratura,Cantami o D J …. Lezioni parecchio alternative di italiano,De Benedictis M.,Kowalschi,2009,,
4899,PsiLetteratura,"Io, noi, gli altri. Scienze sociali per le scuole superiori",Zonca G.,Sansoni,2000,,Androne scala
4900,PsiLetteratura,Psicoanalisi e ricerca letteraria,"Fornari B., Fornari F.",Principato,1974,,
4901,PsiLetteratura,L'enigma del mondo poetico. L'indagine sperimentale in psicologia della letteratura,"Argenton Alberto, Messina Laura",Bollati Boringhieri,2000,,
4902,PsiLibriTesto,"Lo sviluppo del bambino e la personalità.Vol. completo; vol.""Il periodo prenatale""; vol. ""L'adolescenza""","Mussen P. E., Conger J. J., Kagan J., Huston A. C.",Zanichelli,1994,,
4903,PsiLibriTesto,"Psicologia, sviluppo, educazione",Vianello R.,Juvenilia,1994,,
4904,PsiLibriTesto,Psicologia dell'uomo sociale. Manuale si psicologia evolutiva,"Trisciuzzi L., Billi C.",Giunti,1994,,
4905,PsiLibriTesto,Competenze di cultura medico-sanitaria voll. 2 (Guida per il docente),Tortora R.,CLITT,2000,,
4906,PsiLibriTesto,Il farsi della mente,Pedon A.,Armando,1996,,
4907,PsiLibriTesto,Capire il comportamento ( II edizione),"Oliverio Ferraris A., Oliverio A.",Zanichelli,2003,,
4908,PsiLibriTesto,L'animatore socioculturale. Metodi e tecniche.,Limbos E.,Armando,1993,,
4909,PsiLibriTesto,Psicologia per insegnare,Lefrancois Guy R.,Armando,1997,,
4910,PsiLibriTesto,I quesiti socio-psicopedagogici. Guida alla seconda prova scritta dell'esame di stato,Labbrozzi D.,Paravia,2002,,
4911,PsiLibriTesto,La psicologia nella vita quotidiana,"Farnè M., Sacco F. L.",Zanichelli,,,
4912,PsiLibriTesto,Psicologia e scienze dell'educazione (per la qualifica di operatore sociale),"D'Isa L., Foschini F.",Hoepli,2002,,
4913,PsiLibriTesto,"Psicologia (Guida per il docente; Vol. 1""Metodi, sviluppo percettivo, processi cognitivi""; Vol. 2 ""Sviluppo cognitivo e del linguaggio, l'individuo nella famiglia e nella società"")","D'Isa L., Foschini F.",Hoepli,2003,,
4914,PsiLibriTesto,Psicologia,Crepet P.,Einaudi,2006,,
4915,PsiLibriTesto,Psicologia in azione,"Bianchi A., Parisio Di Giovanni ",Paravia,1996,,
4916,PsiLibriTesto,"Psiche e società. Psicologia, sociologia, statistica. Seconda edizione","Bianchi A., Parisio Di Giovanni ",Paravia,1997,,
4917,PsiLibriTesto,"Psiche e società. Elementi di psicologia, sociologia e statistica","Bianchi A., Parisio Di Giovanni ",Paravia,1997,,
4918,PsiLibriTesto,La ricerca socio-psico-pedagogica,"Bianchi A., Parisio Di Giovanni ",Paravia,1997,Doppio,
4919,PsiLibriTesto,Lo sviluppo del bambino,Bee H.,Zanichelli,1999,,
4920,PsiLibriTesto,"La psicologia dello sviluppo, Dall'età prenatale all'età senile",Bee H.,Zanichelli,1998,,
4921,PsiLibriTesto,La conoscenza e la ricerca. Moduli per la ricerca sociopsicopedagogica e le scienze sociali,"Avalle U., Maranzana M., Sacchi P.",Zanichelli,2002,,
4922,PsiLibriTesto,Introduzione alla psicosociologia,"Acerbo I., Pellegrino P.",Canova,1995,,
4923,PsiLibriTesto,L'evoluzione dell'individuo e l'interazione con l'ambiente. Voll. 1,"Acerbo I., Arena F.",Canova,1996,,
4924,PsiMusica,Musicofilia,Sacks O.,Adelphi,2007,,
4925,PsiMusica,Musicoterapia. Teoria e pratica,Rasano C.,Giunti Barbera,1977,,
4926,PsiMusica,Psicologia della musica,Revesz G.,Giunti Barbera,1954,,
4927,PsiMusica,Il potere di Euterpe. Musicoterapia a scuola e con l'handicap,"Rezzadore G. , Oberegelsbacher D.",F. Angeli,2003,,
4928,PsiMusica,Curarsi con la musica. Come e perchè,Gallo L.,3E Elvetica Edizioni,2006,,Libreria 7° dietro 
4929,PsiMusica,Musica e psicologia. Analisi del comportamento musicale,Lostia M.,F. Angeli,1989,,
4930,PsiMusica,Musica & Terapia. Quaderni italiani di Musicoterapia,"Manarolo G. , Borghesi M. (a cura di)",Edizioni Cosmopolis,1998,,
4931,PsiMusica,Come curarsi con la musica,Porto N.,De Vecchi,1984,,
4932,PsiOrientamento,Il colloquio di orientamento,Pombeni M. L.,Carocci,1996,,
4933,PsiOrientamento,Orientamento scolastico e professionale,Pombeni M. L.,Il Mulino,1990,,
4934,PsiOrientamento,Modelli e strumenti per l'orientamento universitario,Convegno Nazionale Udine,Forum,1999,,Libreria 4° dietro
4935,PsiSociale,La psiche e il mondo sociale. La gruppoanalisi come strumento del cambiamento sociale,"Brown D., Zinkin L.",Raffaello Cortina Ed.,1994,,
4936,PsiSociale,Le armi della persuasione. Come e perchè si finisce per dire sì,Cialdini Robert B.,Giunti,1995,,
4937,PsiSociale,Le dimensioni sociali dei processi psicologici,"Contarello A., Mazzara B.M.",Laterza,2000,,
4938,PsiSociale,Psicologia di gruppo. Modelli e itinerari per la formazione,Contessa Guido,La scuola,1999,,
4939,PsiSociale,Sinistra e destra. Le radici psicologiche della differenza politica,"Corbetta Piergiorgio, Catellani Patrizia",Il Mulino,2006,,
4940,PsiSociale,Il mercato dei segni. Consumi e comunicazione pubblicitaria,Frontori L.,Raffaello Cortina Ed.,1986,,
4941,PsiSociale,"Psicologia del leader. Identità, influenza e potere","Haslam S. Alexander, Reicher D. Stephen , Platow J. Michael",Il Mulino,2011,,
4942,PsiSociale,Cognizioni sociali e relazioni familiari,"Lanz M. , Marta E. (a cura di)",Franco Angeli,2000,,
4943,PsiSociale,"Elementi di psicologia di comunità. Approccio teorico, aree di intervento, metodologie e strumenti","Lavanco G., Novara C.",McGraw-Hill,2002,,
4944,PsiSociale,Guida alla psicosociologia,Maisonneuve J.,Sansoni,1973,,
4945,PsiSociale,Gli effetti psicologici della guerra,Majorino G.,Oscar Mondadori,1992,,
4946,PsiSociale,Stereotipi e pregiudizi,Mazzara Bruno M.,IL Mulino,2001,,
4947,PsiSociale,Psicodinamica della contestazione,Moreno M.,ERI RAI,1969,,
4948,PsiSociale,La relazione con l'altro,Moscovici S. (a cura di),Raffaello Cortina Ed.,1994,,
4949,PsiSociale,"Il Conformismo. Gretto opportunismo, tirannia della maggioranza o fronte di coesione sociale?",Mucchi Faina A.,Il Mulino,1998,,
4950,PsiSociale,Psicologi in fabbrica. La psicologia del lavoro negli stabilimenti Olivetti,"Musatti C., Baussano G., Novara F., Rozzi R. A.",Einaudi,1980,,
4951,PsiSociale,Deumanizzazione. Come si legittima la violenza,Volpato Chiara,Laterza,2011,,
4952,PsiSociale,Le cose che ci fanno intelligenti (il posto della tecnologia nel mondo dell'uomo),Norman D. A.,Feltrinelli,1993,,
4953,PsiSociale,Psicologia dell'inerzia e della solidarietà. Lo spettatore di fronte alle atrocità collettive,Zamperini Adriano,Einaudi,2001,,
4954,PsiSociale,Gruppi e identità,"Vanni F., Sacchi M.",Cortina Mi,1992,,
4955,PsiSociale,Psicologia sociale e salute,"Stroebe W., Stroebe M. S., ",McGraw-Hill,1995,,
4956,PsiSociale,I rituali del saper vivere,Picard D.,Ed. Riuniti,1995,,
4957,PsiSociale,"L'arte di persuadere. Come impararla, come esercitarla, come difendersene",Piattelli Palmarini M.,Mondadori,1995,,
4958,PsiSociale,Ricerche e protagonisti della psicologia sociale,"Palmonari A. , Cavazza N.",IL Mulino,2003,,
4959,PsiSociale,Processi simbolici e dinamiche sociali,Palmonari A.,Il Mulino,1989,,
4960,PsiSociale,L'interazione venditore/prodotto. Nuova prospettiva in psicologia delle organizzazioni marketing oriented,Novaga M.,Cortina Mi,1985,,
4961,PsiSociale,Introduzione alla psicologia sociale,AAVV,Il Mulino,1988,,Libreria 6° davanti
4962,PsiSociale,Manuale di psicologia sociale,Arcuri L.,Il Mulino,1995,,
4963,PsiSport,La partita di calcio. Etnologia di una passione,Bromberger C.,Editori Riuniti,1999,,
4964,PsiSport,Premio internazionale di umorismo e satira di costume “I mondiali di Calcio in Africa”,AAVV,Comune di Codogno,?,Manca,Libreria 4° Dietro
4965,PsiSport,Per star bene. Manuale di educazione fisica,"Andolfi M., Giovannini F., Laterza E.",Zanichelli,2003,,
4966,PsiSport,"Uno sport per crescere. Come aiutare i bambini a vivere meglio attraverso l'attività sportiva. Una guida per genitori, allenatori ed insegnanti",Gasperini I.,Franco Angeli,2005,,
4967,PsiSport,Psicopedagogia dello sport,Muzio M.,Edi-ermes,1988,,
4968,PsiSport,Fisiologia e psicologia degli sport 2° edizione,"Saibene F., Rossi B., Cortili G.",Zanichelli,1995,,
4969,PsiSport,"Istruzioni  per vincere. Come ottenere il massimo nella vita, nel lavoro e nello sport",Sgarbi L.,Sperling & Kupfer,2003,,
4970,PsiSport,Psicologia dello sport,Spinelli D.,Zanichelli,2002,,
4971,PsiSport,Vincere nello sport. La mentalità vincente per ottenere i massimi risultati,Terry P.,Vallardi,1990,,
4972,PsiSport,Il calcio come gioco e come spettacolo: aspetti psicologici,Vianello R.,Juvenilia,1990,,
4973,PsiStoria,Storia della psicologia. Dall'antichità ai giorni nostri,Mueller F.-L.,Mondadori,1976,,
4974,PsiStoria,Storia della psicologia,Legrenzi P.,Il Mulino,1980,,Libreria 7° dietro
4975,PsiSviluppo,Il bambino nascosto. Favole per capire la psicologia nostra e dei nostri figli,Marcoli A.,Mondadori,1993,,
4976,PsiSviluppo,Il bambino arrabbiato. Favole per capire le rabbie infantili,Marcoli A.,Mondadori,1996,,
4977,PsiSviluppo,"Conoscenza, affetti, socialità. Verso concezioni integrate dello sviluppo",Marchetti A.,Raffaello Cortina Ed.,1997,,
4978,PsiSviluppo,"Vygotskij, Piaget, Bruner. Concezioni dello sviluppo",Liverta Sempio O. (a cura di),Raffaello Cortina Ed.,1998,,
4979,PsiSviluppo,Per una nascita senza violenza,Leboyer F.,Bompiani,1974,,
4980,PsiSviluppo,Gira gira il mondo. I bambini e il bisogno di rituali,Kaufmann-Huber G.,Edizioni La Meridiana,1995,,
4981,PsiSviluppo,Il comportamento del bambino. Studi etologici,Jones B.,La Nuova Italia,1972,,
4982,PsiSviluppo,Ma che gli frulla per la testa? Che cosa pensano i bambini da 0 a 6 anni,"Ifergan H. , Etienne R.",Piemme,1999,,
4983,PsiSviluppo,Storia della contraccezione,Flamigni C.,Dalai Editore,2012,,
4984,PsiSviluppo,"Il libro della procreazione. Fisiologia, contraccezione, fecondazione assistita. (Edizione aggiornata)",Flamigni C.,Mondadori,1998,,
4985,PsiSviluppo,Il grande tabù delle donne. Come affrontare senza timore la menopausa,Flamigni C.,Mondadori,2004,,
4986,PsiSviluppo,Avere un bambino. Come inizia una vita: dal concepimento al parto,Flamigni C.,Mondadori,2001,,
4987,PsiSviluppo,Elementi di psicologia dello sviluppo. Dalle teorie ai problemi quotidiani,Farneti A.,Carocci,1998,,
4988,PsiSviluppo,Rappresentazioni e affetti. Carattere e interazione nello sviluppo dei bambini,"Emiliani F., Molinari L.",Raffaello Cortina Ed.,1995,,
4989,PsiSviluppo,Psicologia della maternità,Ellis,Fratelli Melita,1971,,
4990,PsiSviluppo,Contesti relazionali e processi di sviluppo,Di Blasio P.,Raffaello Cortina Ed.,1995,,
4991,PsiSviluppo,L'alimentazione nel primo anno di vita,Davanzo R.,Ed. Riuniti libri di base,1988,,
4992,PsiSviluppo,L'osservazione del comportamento infantile,D'odorico L.,Cortina,1990,,
4993,PsiSviluppo,Lo sviluppo cognitivo,Mc. Shane,Il Mulino,1991,,
4994,PsiSviluppo,Elementi generali di psicologia dell'età evolutiva,Coord. Volontari Codogno,,,Fotocopie,
4995,PsiSviluppo,"Digli di no, fallo per lui! Perché divieti e regole sono necessari ai nostri figli","Clarke Illsley Jean, Dawson Connie, Bredehoft David",Mondadori,2004,,
4996,PsiSviluppo,Manuale di psicologia dello sviluppo,Camaioni L. (a cura di),Il Mulino,1993,Fotocopie,
4997,PsiSviluppo,La prima infanzia,Camaioni L.,Il Mulino,1996,,
4998,PsiSviluppo,Il gioco tra filosofia e psicologia,Brotti G.,CEDAM,1994,,
4999,PsiSviluppo,Come interpretare gli scarabocchi,"Crotti E. , Magni A.",Euroclub,1998,,
5000,PsiSviluppo,Il bambino perduto e ritrovato. Favole per far la pace col bambino che siamo stati,Marcoli A.,Mondadori,1999,,
5001,PsiSviluppo,La comunicazione affettiva tra il bambino e i suoi partner,Riva Crugnola C.,Raffaello Cortina Ed.,1999,,
5002,PsiSviluppo,Incesto e incestuale,Racamier Paul-CLAUDE,Franco Angeli,1995,,
5003,PsiSviluppo,La psicologia del bambino,"Piaget J., Inhelder B.",Einaudi,1966,,
5004,PsiSviluppo,La rappresentazione del mondo nel fanciullo,Piaget J.,Boringhieri,1926,,
5005,PsiSviluppo,Lo sviluppo mentale nelle ricerche di J. Piaget ,Petter G.,Giunti,1961,,
5006,PsiSviluppo,Il mestiere di genitore,Petter G.,Rizzoli,1982,,
5007,PsiSviluppo,Il bambino impara a pensare,Petter G.,Giunti,1996,,
5008,PsiSviluppo,Dall'infanzia alla preadolescenza,Petter G.,Giunti,1992,,
5009,PsiSviluppo,Conversazioni psicologiche con gli insegnanti. Psicologia e attività educativa nel secondo ciclo della scuola primaria,Petter G.,Giunti,1972,,
5010,PsiSviluppo,Conversazioni psicologiche con gli insegnanti. Psicologia e attività educativa nel primo ciclo della scuola primaria,Petter G.,Giunti,1971,,
5011,PsiSviluppo,"Il giardino segreto della sessualità infantile. Una guida per aiutare i genitori, insegnanti ed educatori a comprendere e accompagnare la crescita affettiva e sessuale del bambino","Persico G. , Segati D.",Newton,2000,,
5012,PsiSviluppo,Il bambino e il computer: Nuove idee per i nuovi strumenti dell'educazione,Papert S.,Rizzoli,1993,,
5013,PsiSviluppo,IL bambino e l'adulto. Letture di pedagogia e psicologia,Oliverio Ferraris A.,Laterza,1986,,
5014,PsiSviluppo,C'è ancora un albero nel giardino. Esperienze di lavoro e di formazione in alcuni servizi per l'infanzia a Milano,Noziglia M. (a cura di),Edizioni Junior,2002,,
5015,PsiSviluppo,Un tempo per nascere. Le nuove conoscenze sulla vita prenatale,Nathanielsz w. Peter,Bollati Boringhieri,1995,,
5016,PsiSviluppo,Interpretazioni psicologiche del disegno infantile,Morino Abbele F.,Ed. O. S. Firenze,1962,,
5017,PsiSviluppo,"Essere uomo, essere donna. Uno studio sull'identità di genere","Money J., Tucker P.",Feltrinelli,1975,Spostare in Psi Eros,
5018,PsiSviluppo,Le crisi dell'uomo e della donna,Miotto A,Garzanti,1955,,
5019,PsiSviluppo,Teroie dello sviluppo psicologico,Miller P. H.,Il Mulino,1983,,
5020,PsiSviluppo,Sicurezza e sviluppo sociale delle conoscenze. Nuove prospettive per la teoria dell'attaccamento,Meins E.,Raffaello Cortina Ed.,1997,,
5021,PsiSviluppo,Didattica psicologica. Applicazione alla didattica della psicologia di Jean Piaget,Aebli H.,Editrice Universitaria,1957,,Libreria 4° davanti e dietro
5022,PsiSviluppo,La straordinaria avventura di una vita che nasce. Nove mesi nel ventre materno,"Angela P. , A.",Mondadori,1996,,
5023,PsiSviluppo,Identità genere  differenza. Lo sviluppo psichico femminile nella psicologia e nella psicoanalisi,Arcidiacono C. (a cura di),F. Angeli,1992,,
5024,PsiSviluppo,Il ruolo sessuale nei bambini,"Bartolomei G., Valente A.",Bulzoni,1980,,
5025,PsiSviluppo,Psicologia dello sviluppo emotivo,Grazzani Gavazzi I.,IL Mulino,2009,,
5026,PsiSviluppo,Psicologia dello sviluppo. Per l'università 4° edizione,Vianello R.,Edizioni Junior,2009,,
5027,PsiSviluppo,Relazioni e sviluppo. Metodi e contenuti in psicologia dell'età evolutiva,Università di Torino,Bollati Boringhieri,1990,,
5028,PsiSviluppo,Tecniche di osservazione del comportamento infantile,Tartabini A.,McGraw-Hill,1998,,
5029,PsiSviluppo,"Nel regno del possibile. Gioco infantile, creatività e sviluppo dell'immaginazione","Singer D. G., Singer J. L.",Giunti,1990,,
5030,PsiSviluppo,Il gioco vale la penna,Seminario di studio,Ist. Mag. Cairoli PV,1987,Fotocopie,
5031,PsiSviluppo,Lo sviluppo sociale,Schaffer H. R.,Raffaello Cortina Ed.,1996,,
5032,PsiSviluppo,"L'arco della vita. Continuità, discontinuità e crisi nello sviluppo","Rutter M., Rutter M.",Giunti,1992,,
5033,PsiSviluppoAttaccamento,"La valutazione dell'attaccamento nella prima infanzia. (Contiene TEST ATTACHMENT Q-SORT, AQS, di Everett Waters)","Cassibba R., D'Odorico L.",F. Angeli,2000,Libro + TEST,
5034,PsiSviluppoAttaccamento,Attaccamento e rapporto di coppia,Carli L. (a cura di),Cortina,1995,,
5035,PsiSviluppoAttaccamento,Costruzione e rottura dei legami affettivi,Bowlby J.,Raffaello Cortina Ed.,1979,,
5036,PsiSviluppoAttaccamento,La carenza delle cure materne,"Bowlby , Mead , Lebovici , Ainsworth",Armando,1979,,Libreria 4° davanti
5037,PsiSviluppoAttaccamento,Come scegliere il partner … e tenerselo ben stretto,Eysenck J. Hans,Sonzogno,1984,,
5038,PsiTest,Progressive matrices 1938,Raven J. C.,Organizzazioni Speciali Fi,,Fotocopie,
5039,PsiTest,I test psicolgici,"Pedrabissi L., Santinello M.",IL Mulino,1997,,
5040,PsiTest,Il Metodo Rorschach. Manuale di Psicodiagnostica su modelli di matrice europea. Terza edizione completamente rinnovata e ampliata,Passi Tognazzo D.,Giunti,1968,,
5041,PsiTest,Programma di potenziamento delle abilità cognitive. Modulo n° 1. Interiorizzazione,Pasquier D.,Studio D'Amato e Florian,1990,Fotocopie,
5042,PsiTest,IL disegno della figura umana,Machover K.,O.S.,1951,Fotocopie,
5043,PsiTest,Il test rapido dei colori Luscher,Luscher M.,Red Edizioni,1993,,
5044,PsiTest,"Manuale di psicometria. Come costruire, valutare e applicare un test psicologico (I parte ""Teoria e metodo psicometrico"")",Kline P.,Astrolabio,1993,Fotocopie,
5045,PsiTest,"La diagnosi testologica:tutti i test neuropsicologici d'intelligenza, di personalità, testing computerizzato","Del Corno F., Lang M.",F. Angeli,1997,,
5046,PsiTest,Il test proiettivo p. n. e le relazioni familiari,"Comunian A. L., Farini M. A.",Coop. Libraria editrice università di Padova,1983,Fotocopie,
5047,PsiTest,Teoria e tecniche dei test,Boncori L.,Bollati Boringhieri,1993,,
5048,PsiTest,Mini DSM-III. Criteri diagnostici,American Psychiatric Association,Masson,1980,,
5049,PsiTest,WISC-R. Scala di intelligenza per bambini. Riveduta,Wechler D.,,,Fotocopie,
5050,PsiTest,L'uso dell' MMPI nel campo delle tossicodipendenze. (Centro studi e documentazione sulla dipendenza da sostanze psicotrope),AAVV,BASIS,1990,Fotocopie,Libreria 8° dietro
5051,PsiViolenza,Persecutori e vittime. Strategie di violenza,Sironi F.,Feltrinelli,1999,,
5052,PsiViolenza,"Violenza contro le donne. Ricevere aiuto, dare aiuto",Casa delle donne maltrattate,CDM,1999,,
5053,PsiViolenza,Impara a difenderti. Abusi sessuali bambini,Benedict H.,Bompiani,1987,,
5054,PsiViolenza,"La violenza. Dentro di noi, attorno a noi",Andreoli V.,Fratelli Fabbri Editori,1993,,Libreria 7 dietro
5055,PsiViolenza,"Il libro nero della donna. Violenze, soprusi, diritti negati",Ockrent C. (a cura di),CAIRO EDITORE,2007,,
5056,PsiViolenza,Molestie morali. La violenza perversa nella famiglia e nel lavoro,Hirigoyen Marie-France,Einaudi,1998,,
5057,Psicoanalisi,Psicoanalisi e femminismo,Mitchell J.,Einaudi,1974,,
5058,Psicoanalisi,Gli orientamenti relazionali in psicoanalisi,Mitchell S. A.,Bollati Boringhieri,1988,,
5059,Psicoanalisi,Psicoterapia e critica sociale,Moreno M.,Sansoni,1974,,
5060,Psicoanalisi,Chi ha paura del lupo cattivo?,Musatti C.,Editori Riuniti,1987,,
5061,Psicoanalisi,Psicanalisi e diritto. La formazione degli analisti e la regolamentazione giuridica delle psicoterapie,Perrella E.,Edizioni Biblioteca dell'Immagine,1995,,
5062,Psicoanalisi,Edipo alla luce del folclore. Quattro studi di etnografia storico-strutturale,Propp V. J. A.,Einaudi,1975,,
5063,Psicoanalisi,La comunicazione intrapsichica. Saggio di semiotica psicoanalitica,Quintavalle G.,Feltrinelli,1978,,
5064,Psicoanalisi,A pugni chiusi. Psicoanalisi del mondo contemporaneo,Recalcati Massimo,Feltrinelli,2023,,
5065,Psicoanalisi,Contro il sacrificio. Al di là del fantasma sacrificale,Recalcati Massimo,Raffaello Cortina Ed.,2017,,
5066,Psicoanalisi,Il complesso di Telemaco. Genitori e figli dopo il tramonto del padre,Recalcati Massimo,Feltrinelli,2013,,
5067,Psicoanalisi,"Le mani della madre. Desiderio, fantasmi ed eredità del materno",Recalcati Massimo,Ferltrinelli,2015,,
